,balls,bikes,blocks,books,coals,dolls,gloves,horses,trains,expected_weight
1034,5,1,0,4,1,0,5,2,1,0.772528299469
1035,3,1,0,4,1,1,4,1,0,5.43724846992
1036,3,0,0,3,1,1,5,1,2,6.1357235281
1037,1,1,2,1,0,0,6,0,1,5.03700920029
1038,3,2,1,7,1,0,0,0,0,0.837124835319
1039,8,1,0,4,3,0,6,1,0,0.0418438941202
1040,2,0,0,3,0,0,1,3,3,11.4882110453
1041,3,0,1,3,3,2,6,2,1,0.0958973581174
1042,3,1,0,0,1,0,3,1,1,7.9708818354
1043,1,1,0,2,3,0,6,0,0,1.74762751175
1044,2,0,0,3,2,3,6,4,1,0.0883627083278
1045,2,0,0,3,0,3,3,1,3,4.26449406275
1046,6,1,1,0,3,1,4,1,0,0.0895258691769
1047,4,0,0,4,3,1,7,0,0,1.65367871277
1048,8,0,0,2,1,0,4,0,2,7.12974657943
1049,8,0,0,3,2,1,6,1,1,0.953734092464
1050,3,0,0,4,0,0,2,2,2,27.3490599179
1051,4,1,0,6,2,1,5,0,0,1.34023489416
1052,10,0,0,3,0,0,2,2,1,25.454097277
1053,2,0,0,2,2,1,2,2,2,1.9488485967
1054,4,0,0,4,1,1,3,1,1,12.3627060061
1055,3,2,0,6,1,1,2,1,0,0.773910147326
1056,3,1,0,4,2,0,6,1,2,0.121697958491
1057,3,0,0,3,0,4,7,2,1,3.37797832259
1058,2,1,1,3,1,0,5,0,2,0.647128660788
1059,3,0,0,4,4,4,4,3,1,0.0487511064105
1060,5,2,0,2,0,1,5,0,0,5.30753858002
1061,2,0,0,6,2,1,2,0,2,2.16911200323
1062,2,0,0,2,0,1,3,1,2,32.2952313597
1063,2,0,0,7,2,4,3,2,2,0.0
1064,8,1,0,4,0,2,6,4,1,0.0
1065,4,0,0,4,0,0,4,4,1,19.1615428082
1066,0,0,1,1,1,1,2,1,2,7.35433759915
1067,3,0,1,1,0,1,7,1,2,6.68244896625
1068,6,0,0,5,3,2,7,0,1,0.0
1069,4,1,0,6,0,0,3,2,1,5.87626579535
1070,7,0,0,3,0,2,6,1,1,14.0399411296
1071,1,1,2,3,1,2,5,0,1,0.0465583266683
1072,2,0,1,1,3,2,14,0,0,0.126365841875
1073,0,0,2,4,1,3,8,2,0,0.0971259820998
1074,2,0,0,2,0,0,3,5,1,27.2332410702
1075,5,1,0,2,1,1,4,1,0,6.15539645541
1076,7,2,0,1,0,0,9,0,2,0.274997975731
1077,8,0,0,4,1,0,5,0,2,4.13283974919
1078,1,0,0,1,2,0,11,3,4,0.0466771002063
1079,3,0,1,3,0,2,1,1,1,23.9404962983
1080,1,0,0,4,3,2,7,2,1,0.283389790019
1081,3,1,0,2,1,2,2,0,1,4.86696232539
1082,5,1,0,2,1,1,8,1,0,4.26708531731
1083,3,0,0,3,2,1,2,2,3,0.170374018114
1084,2,2,0,1,0,1,0,1,0,13.7172947838
1085,9,1,0,3,0,0,1,0,2,5.29248792293
1086,6,2,0,0,0,2,6,2,0,0.952534903993
1087,1,1,0,1,2,0,4,1,0,4.646273241
1088,2,1,1,2,1,0,2,2,2,0.182954981418
1089,5,0,1,5,0,2,6,1,0,12.237964177
1090,2,0,0,3,1,1,1,3,2,4.35466785325
1091,3,0,2,1,0,1,2,2,1,5.77399311114
1092,1,0,1,5,1,0,2,0,3,2.28182272293
1093,4,0,0,2,1,0,11,0,2,6.27386723273
1094,2,1,1,4,0,2,1,2,2,0.143019742012
1095,7,1,1,3,1,2,2,1,1,0.0496733224788
1096,2,1,0,2,0,2,5,3,0,9.00161260345
1097,4,0,1,4,0,3,1,0,1,13.8411576237
1098,3,0,1,4,3,0,2,2,1,0.328132046864
1099,1,0,0,3,1,0,0,0,3,13.3374657357
1100,4,0,0,1,0,0,0,0,3,32.8150710314
1101,1,1,0,3,0,0,5,0,2,14.6923605437
1102,1,0,0,3,0,0,4,1,2,33.9074527481
1103,2,0,0,2,2,2,5,0,2,1.67803772693
1104,4,0,1,1,0,2,5,1,1,15.2774567481
1105,5,1,1,2,0,0,3,0,2,2.62514115743
1106,2,0,0,4,2,0,4,4,4,0.0
1107,5,0,0,1,0,4,6,1,1,11.9879183586
1108,4,0,1,5,1,1,1,0,2,2.04280866711
1109,1,0,0,5,0,2,7,0,2,18.904286665
1110,4,0,0,4,3,2,6,0,2,0.0
1111,3,0,1,3,3,0,5,0,1,0.74186334008
1112,4,1,0,1,3,1,5,0,0,0.700602708678
1113,2,0,0,4,0,3,3,3,0,31.3311539266
1114,3,0,0,2,0,0,2,0,3,29.5731919468
1115,3,0,2,1,2,1,5,3,0,0.047333878924
1116,1,1,1,0,1,1,4,1,0,7.02482406001
1117,1,1,1,4,3,2,8,3,1,0.0
1118,0,0,1,4,1,2,3,1,2,1.73870861049
1119,0,1,1,4,1,0,3,2,0,3.81621373173
1120,3,0,0,1,0,3,4,2,1,25.5045802604
1121,0,0,0,5,1,0,3,2,2,8.8972659439
1122,2,1,1,1,1,0,5,1,0,4.99367071392
1123,2,0,0,2,1,1,3,3,2,3.67785903576
1124,1,2,0,0,1,0,2,0,1,4.3661882264
1125,1,1,1,5,1,1,4,1,1,0.882799927094
1126,1,1,0,4,1,0,5,0,2,3.14587464365
1127,2,0,0,3,1,1,5,2,3,0.815150982042
1128,3,0,0,1,0,1,3,2,3,9.89995638144
1129,5,0,0,4,0,1,7,3,1,7.3208328812
1130,4,1,1,4,5,0,8,4,0,0.0
1131,1,0,1,1,0,2,8,2,1,8.52640026601
1132,3,1,1,2,2,3,6,1,1,0.049229620316
1133,6,1,0,5,0,3,7,2,0,0.560244954721
1134,5,0,2,7,0,0,4,0,1,3.22034270913
1135,3,0,0,0,1,4,4,1,3,0.418323960621
1136,3,0,2,3,0,3,3,3,1,0.0
1137,4,0,0,2,0,1,4,4,1,17.2505661413
1138,4,1,0,4,2,0,6,0,1,1.094786676
1139,7,1,1,3,0,0,3,2,1,0.8863524117
1140,3,0,2,3,0,1,5,2,0,7.40336423555
1141,2,2,0,0,1,0,1,0,1,3.63032238824
1142,4,0,0,4,0,1,7,1,1,29.470925251
1143,1,1,1,0,1,0,4,0,0,11.623850016
1144,4,0,1,2,0,0,3,0,2,25.6368872838
1145,4,0,0,2,0,3,10,2,0,20.0962063742
1146,6,2,0,2,1,0,6,0,1,0.375857003077
1147,1,0,0,3,0,1,5,1,4,4.14265672775
1148,2,0,0,3,4,0,6,1,1,0.417104821628
1149,4,1,0,5,0,1,4,1,0,16.8413964532
1150,5,1,0,3,1,1,5,2,1,0.600001603639
1151,5,0,0,3,2,3,4,2,1,0.319554501998
1152,5,0,0,2,3,6,4,1,0,0.147546287977
1153,3,1,0,2,1,2,2,1,1,2.21638426589
1154,1,2,0,7,1,1,4,1,0,0.609522226938
1155,2,0,0,4,0,4,4,1,1,18.3794191988
1156,2,0,0,4,1,0,5,1,3,3.13203645974
1157,3,1,0,1,1,3,3,2,1,0.964649449736
1158,6,0,0,6,1,1,4,0,1,8.32613203293
1159,1,2,1,2,0,1,5,0,1,1.43102679642
1160,3,1,1,3,0,2,1,0,2,1.44191320317
1161,2,0,0,0,1,1,6,2,1,14.6797729055
1162,2,1,0,3,0,1,2,2,1,10.8460427536
1163,3,0,1,5,0,0,2,1,2,12.1552118384
1164,6,0,1,5,0,0,4,0,1,23.7435814619
1165,3,1,0,6,0,0,5,1,0,21.7834919721
1166,9,0,0,6,0,5,6,1,1,0.0
1167,6,1,0,3,0,0,4,1,1,10.7554220042
1168,0,2,0,1,1,0,2,0,1,4.90427058697
1169,1,1,1,1,0,0,6,0,0,27.9886797349
1170,8,2,0,2,1,2,4,1,1,0.0
1171,4,1,1,3,0,2,5,3,0,0.330274507448
1172,4,2,0,5,2,0,7,0,3,0.0
1173,4,1,0,3,5,2,6,2,0,0.0
1174,3,1,0,4,1,2,3,2,0,1.34489679406
1175,4,0,0,8,2,0,5,0,2,1.1725648532
1176,2,0,0,3,1,0,4,0,2,14.6436331285
1177,5,0,0,2,0,1,2,1,4,2.97366926252
1178,2,1,1,2,1,0,2,0,1,5.00736829538
1179,2,0,3,3,0,0,3,0,0,24.9070421416
1180,4,1,0,5,0,2,2,3,1,0.995296318145
1181,2,0,1,6,1,1,1,3,0,5.17702760683
1182,1,1,0,3,1,1,2,0,3,1.03840798148
1183,1,2,0,6,2,1,4,1,0,0.298072908186
1184,5,1,0,3,2,0,3,1,2,0.138494005525
1185,3,1,1,3,0,1,5,0,0,13.6586672835
1186,3,0,0,3,1,1,4,1,3,2.31963194603
1187,2,1,0,1,1,1,3,0,3,1.32402213644
1188,2,1,0,6,1,2,4,1,0,2.67748422824
1189,0,2,1,3,0,0,1,2,0,3.44851250075
1190,4,0,1,2,2,1,7,1,0,2.21492496084
1191,2,0,0,4,1,2,8,0,1,9.98100363701
1192,5,0,0,4,1,2,2,0,2,5.55755937138
1193,4,1,1,2,2,2,8,0,0,0.0477306123143
1194,2,0,0,2,0,1,9,0,3,12.3911252477
1195,1,1,1,3,0,0,2,2,0,16.7879425892
1196,6,0,0,5,2,0,2,0,2,1.42813353021
1197,5,2,0,1,2,0,3,1,0,0.503275716611
1198,1,1,1,6,0,0,1,1,0,18.6565379792
1199,3,1,0,7,0,1,5,2,1,1.63870436815
1200,0,0,1,4,1,2,2,0,0,15.2464295862
1201,1,1,0,6,0,0,3,0,1,21.6968206296
1202,6,0,1,3,0,0,3,2,1,15.7115224737
1203,1,1,0,2,3,2,3,0,4,0.0
1204,1,0,0,3,0,0,1,0,4,21.7367866909
1205,3,1,0,3,1,3,6,0,0,3.74648477599
1206,2,0,1,1,1,1,3,0,2,8.06125294004
1207,2,0,0,2,3,0,2,0,0,4.56065053831
1208,3,0,0,2,0,3,1,0,3,11.2385072941
1209,6,2,0,3,1,1,3,0,1,0.518798161243
1210,2,0,1,3,1,0,4,5,1,0.805613141577
1211,2,0,2,0,1,0,3,2,3,0.190462017515
1212,2,0,2,0,3,2,2,2,0,0.14286532801
1213,1,1,1,4,2,1,4,1,0,0.54985797313
1214,2,0,0,2,0,0,3,1,2,33.5493325915
1215,8,0,0,1,2,1,5,2,1,0.911812651
1216,3,1,0,1,1,4,6,1,1,0.491185685908
1217,4,0,1,4,1,1,2,3,1,0.843153337023
1218,1,0,0,3,2,1,3,3,0,6.02064528386
1219,2,0,0,3,1,1,8,2,1,7.26613974469
1220,5,1,0,4,0,0,2,1,0,25.4444044231
1221,1,1,0,4,0,0,5,2,2,4.31655078812
1222,6,0,0,3,0,1,6,0,2,19.1225932794
1223,3,2,0,3,1,1,2,0,1,0.971235821313
1224,2,1,0,1,1,0,3,0,2,6.8205450016
1225,2,0,0,4,1,0,3,2,1,13.9765527467
1226,3,0,1,4,2,0,5,2,0,2.3126806753
1227,3,1,0,4,0,1,4,2,0,15.4826328781
1228,4,1,0,5,0,0,4,2,2,1.81478852819
1229,2,1,0,3,1,1,4,1,0,8.50588943594
1230,4,1,1,3,2,1,2,1,0,0.550569771839
1231,0,1,0,5,1,0,2,0,2,4.54459236284
1232,4,1,0,2,0,1,1,0,1,21.0139863929
1233,5,0,0,6,1,1,3,3,1,1.91595332725
1234,2,1,0,4,0,1,2,1,1,14.3116527607
1235,3,0,0,6,0,1,1,4,2,2.57673015525
1236,3,1,1,6,3,0,1,0,0,0.129774997685
1237,4,1,1,3,1,1,6,2,0,0.53290843793
1238,1,0,2,3,1,1,3,0,1,4.98649117465
1239,2,0,1,3,1,0,5,1,0,15.7433086691
1240,8,0,0,5,1,1,2,0,0,15.2128923453
1241,4,0,0,2,1,1,4,1,3,2.38630665368
1242,5,0,0,3,3,1,7,1,1,0.319757366618
1243,4,0,1,9,0,1,6,0,0,20.9768238231
1244,4,1,1,3,2,0,3,1,1,0.316533966447
1245,3,1,1,0,1,2,6,1,0,1.11202430241
1246,3,1,0,1,0,1,3,1,1,17.9052566917
1247,4,0,0,1,2,0,3,3,2,1.21682304386
1248,2,0,1,2,1,1,4,1,2,2.89392869539
1249,0,1,0,2,2,2,2,1,1,1.30515186714
1250,0,0,0,5,1,2,6,2,2,1.64139436867
1251,1,0,1,4,2,0,4,1,1,2.59442694995
1252,1,0,0,3,1,2,0,1,2,10.1284924112
1253,5,0,0,7,2,1,7,3,1,0.0918317891271
1254,3,0,0,4,1,0,3,2,1,12.3376516225
1255,4,1,1,5,0,1,3,3,1,0.380956153941
1256,1,0,2,3,0,1,6,0,1,12.9704369081
1257,2,1,0,3,1,1,3,0,2,2.31188457099
1258,3,1,0,1,0,0,2,1,2,13.2944356618
1259,5,1,0,0,2,1,5,0,2,0.362686621439
1260,0,0,0,1,2,0,5,0,1,9.68503852989
1261,4,1,0,4,1,4,4,1,0,1.03908500343
1262,3,0,0,7,1,0,6,1,3,1.10044102439
1263,4,0,1,3,1,1,5,2,1,1.67637104515
1264,1,0,0,5,0,0,5,0,4,7.87881539659
1265,4,1,0,5,0,1,2,1,1,8.3232684783
1266,1,0,0,6,0,5,4,0,1,14.1084268848
1267,2,1,0,7,2,1,1,0,2,0.413788695218
1268,1,1,0,3,1,2,3,1,1,3.31614411461
1269,3,1,1,1,3,0,0,2,3,0.0
1270,5,1,0,2,1,0,4,3,0,3.52709138399
1271,1,0,1,4,0,1,1,2,1,25.7746949254
1272,2,2,0,4,2,2,4,1,0,0.13510482028
1273,3,2,0,1,0,0,3,1,1,5.90986811808
1274,1,0,2,3,0,1,1,1,1,16.9451863178
1275,4,1,0,3,0,0,4,0,2,11.1693738902
1276,2,1,0,4,2,0,3,3,1,0.222167435983
1277,4,0,0,3,1,2,7,1,0,12.6410655845
1278,3,0,1,3,1,0,8,0,3,0.515999795304
1279,1,1,2,4,0,0,0,0,0,16.5124966072
1280,5,1,1,2,1,1,2,0,0,4.3331127204
1281,4,2,0,1,1,0,2,0,0,4.9864792434
1282,6,0,0,4,2,0,3,3,1,1.43646392649
1283,3,1,1,3,0,0,3,1,1,6.63470593921
1284,6,0,1,4,3,0,8,1,2,0.0
1285,2,0,2,5,1,0,10,1,0,1.990108195
1286,1,1,0,1,1,0,3,1,1,9.7389347008
1287,4,1,2,2,3,0,6,1,2,0.0
1288,1,0,1,4,1,1,3,3,1,2.28019581462
1289,7,1,0,2,0,0,0,0,1,21.9864888501
1290,1,0,0,5,3,0,0,1,1,2.68204121602
1291,4,0,1,4,4,2,6,2,1,0.0
1292,3,0,0,1,0,0,4,2,1,33.6338638784
1293,3,1,0,1,2,0,7,0,2,0.821872847362
1294,5,0,0,2,1,1,5,1,2,4.30139228449
1295,4,0,0,3,3,2,4,3,1,0.0985396488254
1296,3,1,0,4,2,2,4,1,0,0.799562941397
1297,3,0,1,4,0,1,5,1,1,16.5336671387
1298,1,0,0,1,1,0,5,2,2,10.8695147418
1299,6,1,0,3,0,1,6,2,1,1.44379878339
1300,5,1,0,2,0,0,4,1,1,14.3470503969
1301,5,0,0,1,1,0,3,2,2,7.02648442841
1302,3,3,0,2,3,2,5,0,0,0.0
1303,3,1,0,7,2,0,1,1,1,0.800894786754
1304,3,1,1,3,1,1,3,1,1,0.495014953039
1305,4,1,1,7,0,1,4,1,3,0.0
1306,8,0,1,0,0,0,0,1,2,16.4711073485
1307,3,0,0,3,2,0,1,0,3,2.6747929905
1308,5,0,0,0,0,2,4,0,5,0.35805165712
1309,1,0,0,5,0,5,3,2,2,0.551022328005
1310,1,0,0,3,1,2,5,2,1,8.15271006222
1311,1,0,0,1,2,2,7,5,1,0.145034271263
1312,6,0,0,2,0,4,7,0,2,1.94639288225
1313,1,0,0,1,1,2,5,1,2,8.24353835083
1314,2,1,0,3,1,2,4,1,2,0.483895668866
1315,2,0,1,1,0,0,1,0,2,33.9973074302
1316,3,1,0,3,2,0,3,1,3,0.182584691598
1317,1,0,0,4,0,0,6,2,3,10.8442424047
1318,2,1,0,4,3,2,6,1,1,0.0497700001428
1319,4,0,0,4,0,2,5,0,2,16.2398393956
1320,1,0,0,2,0,0,1,4,2,24.8862754516
1321,3,1,2,9,2,0,2,2,1,0.0
1322,2,0,0,2,1,1,6,1,2,7.25541256407
1323,2,2,1,1,0,1,3,1,1,1.14188244294
1324,4,1,0,2,0,1,2,2,1,9.39680937522
1325,2,0,0,2,0,1,6,1,4,2.43235057619
1326,6,0,1,2,2,0,8,4,0,0.229740252681
1327,2,0,0,4,1,1,5,4,1,2.61491021941
1328,5,0,0,3,2,1,2,1,2,1.0803179259
1329,7,0,0,1,1,1,4,4,1,1.51274864352
1330,0,0,0,5,0,0,5,0,4,10.1316078221
1331,6,2,0,6,3,1,11,0,0,0.0
1332,2,0,0,3,0,0,0,0,4,20.8598745316
1333,3,0,1,3,1,1,2,1,1,8.05567879171
1334,2,1,0,1,1,0,2,1,2,4.32971053935
1335,8,0,1,3,1,1,5,0,0,7.97655246139
1336,5,1,0,3,0,1,2,0,0,27.5552137607
1337,2,0,1,4,1,0,3,3,1,3.55527347004
1338,7,0,0,3,0,1,3,2,1,24.344545219
1339,2,0,2,2,0,2,0,2,0,20.4836098799
1340,1,0,1,1,0,2,6,1,1,25.000475129
1341,0,0,0,4,0,3,4,1,2,15.3593664794
1342,1,0,0,5,1,2,5,2,2,1.7382923371
1343,2,0,0,2,0,2,4,2,2,15.6319694758
1344,7,0,0,4,1,0,4,2,1,6.15061176718
1345,2,0,1,3,1,1,4,2,2,0.849412395111
1346,9,1,0,4,1,1,1,3,0,0.375019317115
1347,11,0,0,0,1,0,4,3,1,2.8203584604
1348,1,1,1,7,0,0,1,0,0,21.6226981479
1349,3,0,1,10,1,2,7,1,0,0.319327135706
1350,1,0,1,8,0,1,5,2,1,3.54053216484
1351,3,2,0,0,1,0,7,2,0,1.1123447484
1352,2,0,1,1,1,2,6,3,1,0.599144652904
1353,0,0,0,2,2,1,5,1,2,3.46382807405
1354,3,3,0,3,0,1,2,1,1,0.342068964563
1355,4,0,0,8,1,2,2,0,2,2.14391470651
1356,4,2,0,1,1,0,1,2,1,0.55848378464
1357,3,0,1,6,0,1,6,2,1,3.11845923758
1358,2,1,0,1,3,1,0,0,0,1.7661756799
1359,1,0,1,6,1,0,0,0,2,8.65949413804
1360,1,1,0,4,0,2,4,0,0,24.4511253997
1361,2,1,0,3,2,0,3,0,2,1.33253998134
1362,2,0,0,1,0,3,3,3,1,21.9267205324
1363,2,1,0,3,0,1,2,1,1,16.6455467863
1364,3,0,1,3,2,1,3,1,1,0.989434619867
1365,2,0,0,1,2,4,3,3,0,1.66187598122
1366,6,1,0,3,0,1,8,0,1,5.05713805929
1367,0,0,0,0,1,0,4,2,2,15.0971938719
1368,5,0,0,3,1,0,3,0,2,10.0843212912
1369,4,1,0,4,1,0,5,1,0,6.53848309308
1370,2,1,0,2,0,0,4,1,0,29.8513979531
1371,5,0,0,3,1,2,3,4,1,1.15351991278
1372,0,0,1,3,2,0,7,3,2,0.128771211028
1373,3,0,1,3,1,1,6,1,1,4.05241173961
1374,3,0,2,4,2,3,4,0,0,0.282154058201
1375,2,1,1,0,2,0,4,1,0,1.93638258056
1376,4,0,1,4,0,4,4,1,0,6.56473834743
1377,1,0,1,7,1,2,5,1,1,1.35361618036
1378,4,1,1,3,0,0,2,0,0,24.3649660982
1379,8,1,0,3,1,0,3,1,1,1.96125025478
1380,1,0,1,4,1,0,2,1,1,12.805278525
1381,2,0,0,3,1,1,2,0,2,12.6615067675
1382,2,0,0,6,2,0,4,2,3,0.275340396363
1383,1,1,0,1,0,2,0,1,2,11.9712415915
1384,1,0,0,0,0,0,3,2,2,34.1262661345
1385,3,0,0,0,2,1,2,0,4,1.26171188394
1386,1,1,0,8,1,2,1,0,2,0.768060473142
1387,1,0,0,1,2,0,2,0,0,13.528915916
1388,1,0,0,3,1,1,4,0,4,1.51919892923
1389,12,1,0,11,2,1,6,1,0,0.0
1390,3,0,0,3,1,0,5,4,1,5.22283699085
1391,3,0,0,4,3,2,7,3,2,0.0
1392,8,0,1,4,1,0,7,2,0,2.04609428483
1393,1,0,0,2,1,2,3,2,1,11.8588554579
1394,1,0,0,1,0,2,4,2,2,23.7580071369
1395,4,0,0,5,1,1,6,0,3,0.685609114209
1396,4,0,1,3,2,1,3,3,1,0.142969793622
1397,1,2,0,3,0,4,4,2,1,0.097873813812
1398,3,2,0,2,2,0,3,1,1,0.329586474311
1399,1,1,0,3,0,1,5,2,1,8.36965146283
1400,5,1,0,3,0,1,5,2,1,3.34156905945
1401,2,0,0,4,0,2,2,2,1,31.6137620751
1402,2,0,1,3,2,3,4,1,0,1.42544681885
1403,2,1,0,3,1,1,3,2,0,6.02721776313
1404,1,0,0,4,0,3,6,2,2,3.16669247209
1405,3,0,0,6,2,4,6,0,2,0.049629569396
1406,4,1,1,3,0,1,0,3,2,0.0920589117341
1407,4,1,0,2,0,2,3,0,2,4.812282546
1408,2,1,0,4,1,3,4,1,1,0.634846992296
1409,7,1,1,2,0,0,2,1,0,11.6942595417
1410,4,1,0,8,1,1,8,4,1,0.0
1411,4,1,0,6,0,1,2,2,1,4.40723228304
1412,3,1,0,3,1,1,3,0,0,10.7706034489
1413,3,1,0,2,0,1,4,3,3,0.267860355188
1414,3,0,1,4,0,1,3,3,1,5.17356142562
1415,1,0,0,7,1,1,0,4,1,4.54610363434
1416,3,2,0,4,2,0,4,0,1,0.272165279423
1417,0,2,0,2,0,0,2,1,0,16.2082544568
1418,1,1,2,1,0,0,2,0,1,9.60532161076
1419,2,2,0,2,0,1,6,1,0,6.76518931863
1420,4,0,1,3,1,2,1,3,1,0.755917455454
1421,3,1,0,6,2,0,2,0,1,1.17417371261
1422,1,1,1,4,1,3,5,0,0,0.841573853538
1423,2,0,0,0,1,1,2,1,2,12.6253263803
1424,11,1,0,7,1,2,4,0,0,0.179044228266
1425,6,0,0,4,0,1,6,2,1,15.1995952897
1426,3,1,0,7,0,1,3,1,2,1.6261177053
1427,0,0,1,2,1,0,4,2,2,4.37763610668
1428,1,0,0,5,1,2,2,3,1,5.32146245789
1429,4,1,0,5,2,0,5,0,1,0.726478878202
1430,2,0,1,4,3,1,0,1,1,0.692213085741
1431,5,0,0,4,0,0,7,1,2,17.0165730006
1432,1,0,0,0,2,0,2,0,5,1.08358226729
1433,1,1,0,1,1,1,6,0,0,11.772285099
1434,4,0,1,2,0,0,5,2,2,5.47263297254
1435,2,0,0,7,0,0,11,1,1,25.5074049066
1436,1,0,0,5,0,0,0,0,3,31.4058016595
1437,3,0,0,1,0,0,8,1,3,15.316817032
1438,0,0,0,3,2,0,2,0,4,1.25093778754
1439,3,0,0,3,2,0,0,1,5,0.27178495959
1440,1,1,0,5,1,2,4,3,2,0.142258288286
1441,5,0,0,6,4,2,1,3,1,0.0
1442,1,1,0,3,2,1,3,0,1,2.19541739722
1443,1,1,1,3,2,3,2,0,1,0.220799481862
1444,2,0,0,7,2,0,1,0,4,0.326517073571
1445,1,0,0,3,1,2,2,2,3,2.07623766794
1446,1,0,0,5,1,0,0,0,2,15.8721747694
1447,3,0,0,5,1,0,6,2,2,3.10473815381
1448,1,2,0,2,0,0,2,1,1,7.78440874648
1449,5,1,0,3,0,2,6,2,1,0.41052939873
1450,5,1,0,0,1,0,1,5,0,3.18125551704
1451,4,0,0,2,0,3,5,3,2,0.834557125046
1452,2,1,1,1,0,1,6,0,0,20.0168702995
1453,1,0,0,6,1,0,3,3,3,0.604641326721
1454,4,0,0,3,0,1,1,0,4,7.44930012186
1455,0,0,0,5,1,0,1,5,3,0.532144765658
1456,4,0,0,5,0,0,5,0,4,3.66200056188
1457,3,0,0,1,0,1,4,4,1,24.909725417
1458,3,0,0,3,0,1,3,0,4,5.99929016182
1459,1,1,0,3,0,1,1,0,1,26.0668845555
1460,3,0,0,6,2,2,7,4,2,0.0
1461,3,0,0,4,0,0,4,0,3,22.4135806097
1462,3,0,1,7,1,0,5,2,0,6.08333555514
1463,5,0,0,3,3,1,4,1,2,0.278481590339
1464,4,0,0,7,3,4,5,1,1,0.047904184091
1465,5,2,1,5,3,0,7,0,0,0.0
1466,2,0,0,5,1,1,3,0,0,17.2505936585
1467,0,0,1,2,1,3,2,0,2,3.30715041322
1468,6,0,0,2,1,1,2,0,2,8.2260887904
1469,7,0,1,2,3,2,4,1,1,0.0
1470,1,0,1,3,1,0,1,2,4,0.370651911961
1471,1,0,1,3,1,2,7,2,0,5.11177245377
1472,5,0,0,2,0,0,4,0,3,21.6863714966
1473,2,1,0,2,2,0,5,2,1,0.884198849096
1474,7,0,0,4,3,2,5,1,1,0.0495191565368
1475,0,1,1,3,0,0,2,0,1,19.1016294396
1476,5,0,0,5,4,2,2,2,1,0.0482765682767
1477,6,0,0,2,1,3,2,1,1,5.67985492409
1478,2,2,1,4,0,0,4,0,0,4.27043502401
1479,1,0,1,4,0,1,3,0,3,7.16113119066
1480,1,0,0,4,0,0,5,3,4,0.885709050944
1481,6,1,0,5,0,3,5,2,0,0.985537483133
1482,2,0,0,2,1,0,3,0,5,1.56792999458
1483,3,3,0,4,1,1,7,2,1,0.0
1484,1,1,0,4,2,3,4,1,1,0.231846653331
1485,1,0,0,5,1,1,0,2,3,2.18591562928
1486,8,1,0,0,0,1,0,0,2,8.01450905721
1487,1,1,1,5,0,0,1,0,1,15.0656071444
1488,0,2,0,4,1,2,1,1,1,0.608211311686
1489,4,0,0,6,1,1,2,2,1,5.57297487792
1490,6,1,0,4,0,2,4,1,1,2.15599481825
1491,1,0,0,8,1,4,2,4,1,0.0
1492,3,1,2,2,1,1,4,1,0,0.416005893862
1493,5,0,2,4,3,1,6,0,1,0.0
1494,4,0,1,2,0,0,1,3,2,5.37121248936
1495,4,1,0,6,2,2,3,2,1,0.0434705724207
1496,1,0,2,4,1,1,6,0,0,6.65773078315
1497,2,0,0,2,1,2,6,2,3,0.371919365607
1498,4,0,2,3,2,0,5,0,1,0.508075322371
1499,3,0,1,0,0,1,4,0,3,8.46764650526
1500,3,1,1,4,0,1,4,4,0,0.24190868537
1501,1,2,1,4,0,0,3,1,0,3.16830054133
1502,3,0,1,6,0,1,8,1,1,5.34826488337
1503,2,1,0,5,1,1,5,1,1,2.02841402819
1504,1,1,0,3,1,1,1,0,1,8.27878232011
1505,5,0,0,1,0,2,2,1,2,21.4123883095
1506,2,1,0,6,2,0,1,1,0,2.27856893068
1507,0,1,1,7,2,0,3,3,0,0.323001248591
1508,8,1,0,1,2,0,2,1,0,2.10953782962
1509,4,1,0,7,1,2,8,3,1,0.0
1510,2,0,0,4,1,2,7,1,2,2.36639563672
1511,8,0,1,5,0,1,4,2,1,0.680517348812
1512,5,1,0,2,0,2,5,1,0,12.3786141777
1513,1,1,1,3,0,1,5,0,0,18.5011531055
1514,3,0,1,7,0,0,6,3,1,1.96205006372
1515,1,0,0,3,0,2,6,4,0,31.2977242887
1516,5,1,0,6,1,2,5,2,1,0.0481222441582
1517,4,0,1,5,1,0,6,2,1,1.2589311352
1518,2,1,1,0,1,0,3,0,0,11.6394362553
1519,5,1,0,0,0,2,6,4,0,2.1918808523
1520,5,0,0,7,0,1,6,2,1,9.78959127028
1521,2,1,0,1,2,2,3,1,1,0.756181114949
1522,1,0,0,5,2,4,1,1,3,0.0474344397759
1523,1,0,0,3,2,0,2,1,2,4.30947049145
1524,2,1,1,3,1,2,4,1,1,0.28327786094
1525,1,0,0,1,0,1,4,1,2,33.8006293101
1526,2,2,0,5,1,0,2,2,0,1.52566430389
1527,1,0,0,2,0,1,9,1,2,23.1045903507
1528,1,0,0,2,1,1,1,0,2,16.1044555945
1529,11,0,1,3,0,1,2,0,0,31.0167238031
1530,4,0,1,1,2,1,7,0,2,0.596463595321
1531,3,0,0,3,1,0,6,2,2,5.29792836432
1532,3,1,1,3,1,2,4,0,0,2.3920596997
1533,7,1,1,2,2,1,3,2,0,0.143256690083
1534,2,0,0,2,0,4,4,3,0,26.8752375591
1535,6,0,0,3,4,0,4,3,1,0.0495853179943
